Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
aloha,0.400,"> MEDIUM CONFIDENCE! | > HOMEPAGE MISSING! | developing an interactive graph-based visualization for dietary supplement knowledge graph through user-centered design | BACKGROUND:Dietary supplements (DSs) are widely used. However, consumers know little about the safety and efficacy of DSs. There is a growing interest in accessing health information online; however, health information, especially online information on DSs, is scattered with varying levels of quality. In our previous work, we prototyped a web application, ALOHA, with interactive graph-based visualization to facilitate consumers' browsing of the integrated DIetary Supplement Knowledge base (iDISK) curated from scientific resources, following an iterative user-centered design (UCD) process. METHODS:Following UCD principles, we carried out two design iterations to enrich the functionalities of ALOHA and enhance its usability",[],[],3.0,,https://bio.tools/aloha,28.0,243.0,114.0
covid-kop,0.400,COVID-KOP (COVID linked in Knowledge Oriented Pathways) is a biomedical reasoning system combining the knowledge existing in the ROBOKOP knowledge graph and data collected about the COVID-19 pandemic.,"['Literature and language', 'Biological databases']",['Web application'],0.0,,https://bio.tools/covid-kop,28.0,215.0,102.8
mechspy,0.400,"Applying knowledge-driven mechanistic inference to toxicogenomics | Mechanistic inference of toxicity from gene expression time series and knowledge graphs | Mechanistic inference for toxicology | This repository provide the code for the publication ""Applying knowledge-driven mechanistic inference to toxicogenomics"" (DOI: xxxxxxxxxxxx) and contains the collection of scripts to reproduce the results obtained. Besides the code, this repository provides: | $ git clone git@github.com:ignaciot/MechSpy.git | You can add new mechanisms of your own to MechSpy by editing mechanisms.py. A mock, commented-out ""M12"" mechanism was added to illustrate where would new mechanisms need to go","['Biochemistry', 'Pharmacovigilance', 'Toxicology']",['Command-line tool'],0.0,,https://bio.tools/mechspy,28.0,215.0,102.8
disqover,0.350,"DISQOVER is a data integration platform for public, licensed and internal data. The Data Ingestion Engine enables transforming data into Linked Data which can be searched, navigated and analysed via the user interface and the API. The publicly accessible DISQOVER platform contains 140+ public data sources in life sciences and related domains.","['Medicine', 'Biomedical science', 'Biology', 'Chemistry', 'Omics']","['Web API', 'Web application', 'Database portal']",0.0,,https://bio.tools/disqover,13.0,215.0,93.8
babelomics,0.350,"Integrative platform for the analysis of Transcriptomics, Proteomics and Genomics data with advanced functional profiling. It integrates primary (normalization, calls, etc.) and secondary (signatures, predictors, associations, TDTs, clustering, etc.) analysis tools within an environment that allows relating genomic data and/or interpreting them by means of different functional enrichment or gene set methods.","['Systems biology', 'GWAS study', 'Genomics', 'Data management', 'Proteomics', 'Metabolomics', 'Transcriptomics']",['Web application'],45.0,https://github.com/babelomics/babelomics,https://bio.tools/babelomics,13.0,303.0,129.0
faidare,0.350,"FAIDARE: FAIR Data-finder for Agronomic Research. 
The purpose of this portal is to facilitate the discoverability of public data on plant biology from a federation of established data repositories.

It is based on the Breeding API (BrAPI) specifications and facilitates the access to genotype and phenotype datasets for crop and forest plants through an easy to use web interface. It also provides a standard interface that can be accessed programatically through web services.

It is an extension of the generic DataDiscovery portal, a web portal that allows finding any type of data across several databases through a lightweight keyword based search. FAIDARE offers more detailed search and data retrieval capabilities and it takes advantage of the growing adoption of the BrAPI.","['Agricultural science', 'Biological databases', 'Bioinformatics', 'Plant biology', 'Ecology', 'Genotype and phenotype']","['Web API', 'Web application', 'Database portal', 'Web service']",0.0,https://forgemia.inra.fr/urgi-is/faidare,https://bio.tools/faidare,13.0,215.0,93.8
orange,0.350,Open source data visualization and analysis for novice and experts. Data mining through visual programming or Python scripting. Components for machine learning. Add-ons for bioinformatics and text mining. Packed with features for data analytics.,"['Bioinformatics', 'Natural language processing', 'Machine learning', 'Data architecture, analysis and design', 'Cheminformatics', 'Computer science', 'Computational biology', 'Data mining', 'Data visualisation']","['Command-line tool', 'Desktop application']",154.0,https://github.com/biolab/orange3,https://bio.tools/orange,13.0,325.0,137.8
genetic and genomic information system (gnpis),0.350,"A multispecies integrative information system dedicated to plant and fungi pests.. It allows researchers to access genetic, phenotypic and genomic data. It is used by both large international projects and the French National Research Institute for Agriculture, Food and Environment","['Genetics', 'Plant biology', 'Genotype and phenotype', 'Genomics']","['Web application', 'Database portal']",0.0,,https://bio.tools/genetic and genomic information system (gnpis),13.0,215.0,93.8
biotranslator,0.350,"BioTranslator enables functional interpretation of genomic experiments through pathways analysis with a variety of biomedical ontologies, regulatory genes prioritization and protein network visualization.","['Systems biology', 'Data visualisation', 'Pharmacogenomics', 'Functional genomics']",['Web application'],37.0,,https://bio.tools/biotranslator,13.0,298.0,127.0
gwas atlas,0.350,A curated resource of genome-wide variant-trait associations in plants and animals | a curated resource of genome-wide variant-trait associations | e.g. plant; plant height; Zm00001d021954; chr1:14702150-37601000 | GWAS Atlas: a curated resource of genome-wide variant-trait associations in plants and animals. Nucleic Acids Res 2019. [PMID=31566222],"['Agricultural science', 'Plant biology', 'GWAS study']",[],6.0,,https://bio.tools/gwas atlas,13.0,253.0,109.0
gwas central,0.350,"a comprehensive resource for the discovery and comparison of genotype and phenotype data from genome-wide association studies.

A database for human genetic variants identified by genome-wide association studies.

Enter a study id, dbSNP id, MeSH/HPO phenotype term, keywords, author names, HGNC gene symbols, chromosomal regions or PUBMED identifier.

The NHGRI-EBI GWAS Catalog: a curated collection of all published genome-wide association studies, produced by a collaboration between EMBL-EBI and NHGRI.

GWAS CENTRAL - INDIA : A Genotype - Phenotype Association Database.

GWAS Central - India (previously the Human Genome Variation database of Genotype-to-Phenotype information) is a database of summary level findings from genetic association studies, both large and small.

GWAS Central provides a complete Study metadata file for use in data citation research, tracking researcher contributions, data discovery projects, etc","['GWAS study', 'Mapping', 'Human genetics', 'Genotype and phenotype', 'DNA polymorphism']",['Database portal'],5.0,https://www.ebi.ac.uk/gwas/,https://bio.tools/gwas central,13.0,248.0,107.0
xeml-lab,0.350,"Interactive timeline visualisation that enables the intuitive design of experiments in terms of growth conditions and sampling strategy using related Ontologies (Xeo, EnvO, EO) while the corresponding metadata are automatically stored in the background in Xeml standardized format, ready for data mining.","['Genetics', 'Biochemistry']",['Desktop application'],31.0,https://github.com/cbib/XEML-Lab,https://bio.tools/xeml-lab,13.0,294.0,125.4
cocoa genome hub,0.350,The Cocoa Genome Hub is an integrated web-based database providing centralized access to the cocoa reference genome sequences and genomic resources.,"['Agricultural science', 'Model organisms', 'Transcriptomics', 'Gene expression']",['Database portal'],383.0,https://cocoa-genome-hub.southgreen.fr/contact,https://bio.tools/cocoa genome hub,13.0,339.0,143.4
pingo,0.000,Java-based tool to easily find unknown genes in a network that are significantly associated with user-defined target Gene Ontology (GO) categories.,['Functional genomics'],['Desktop application'],24.0,,https://bio.tools/pingo,3.0,284.0,115.4
bingo,0.000,A tool to determine which Gene Ontology (GO) categories are statistically overrepresented in a set of genes or a subgraph of a biological network.,['Functional genomics'],['Desktop application'],2087.0,,https://bio.tools/bingo,3.0,360.0,145.8
