Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
nlr-parser,0.125,Tool to rapidly annotate the NLR (nucleotide-binding leucine-rich repeat) complement from sequenced plant genomes.,"['Pathology', 'Plant biology', 'Genomics']",['Command-line tool'],21.0,http://www.mybiosoftware.com/nlr-parser-1-0-annotation-pipeline-for-nlr-genes.html,https://bio.tools/nlr-parser,186.0,436.0,286.0
diana-mirgen,0.125,"Provides accurate cell-line-specific miRNA gene transcription start sites, coupled with genome-wide maps of transcription factor binding sites in order to unveil the mechanisms of miRNA transcription regulation. The database schema and web interface facilitates user interaction, provides advanced queries and innate connection with other DIANA resources for miRNA target identification and pathway analysis.","['Gene structure', 'Gene expression']",['Web application'],362.0,,https://bio.tools/diana-mirgen,186.0,556.0,334.0
rnaindel,0.125,"discovering somatic coding indels from tumor RNA-Seq data.

Somatic indel discovery tool for tumor RNA-Seq data.

RNAIndel calls coding indels from tumor RNA-Seq data and classifies them as somatic, germline, and artifactual. You can also use RNAIndel as a postprocessor to classify indels called by your own caller. RNAIndel supports GRCh38 and 37","['RNA-Seq', 'DNA polymorphism', 'Machine learning']",[],0.0,,https://bio.tools/rnaindel,186.0,315.0,237.6
ihop ws,0.125,"Text-mining methods used to identify information on specific genes and proteins, their physical interactions and regulatory relationships, their relevance in pathologies, and their interactions with chemical compounds. iHOP parses thousands of PubMed documents every day and collects information specific to thousands of different biological molecules.","['Data mining', 'Literature and language']",['Web service'],361.0,https://www.biocatalogue.org/services/3107,https://bio.tools/ihop ws,186.0,555.0,333.6
webapollo,0.125,Browser-based tool for distributed community annotation of sequences.,['Genomics'],['Plug-in'],90.0,,https://bio.tools/webapollo,186.0,511.0,316.0
cellbaser,0.125,This package makes use of the exhaustive RESTful Web service API that has been implemented for the Cellabase database. It enable researchers to query and obtain a wealth of biological information from a single database saving a lot of time. Another benefit is that researchers can easily make queries about different biological topics and link all this information together as all information is integrated.,['Database management'],['Library'],0.0,https://github.com/melsiddieg/cellbaseR,https://bio.tools/cellbaser,186.0,315.0,237.6
kbase,0.125,"The first large-scale bioinformatics system that enables users to upload their own data, analyze it (along with collaborator and public data), build increasingly realistic models, and share and publish their workflows and conclusions. KBase aims to provide a knowledgebase: an integrated environment where knowledge and insights are created and multiplied.",['Comparative genomics'],['Workflow'],11.0,,https://bio.tools/kbase,186.0,409.0,275.20000000000005
copub,0.125,"Text mining tool for the detection of biomedical terms that co-occur in abstracts with the list of input genes (human, rat, and mouse genes). It also graphically displays differentially expressed genes and over-represented keywords in a network for better visualization of relationships. Version 5.0 uses a new thesauri. It allows for searching of keywords, provides highlighting and sorting mechanisms and statistics. It searches for indirect relations between genes, pathways, drugs and diseases.","['Pathology', 'Molecular interactions, pathways and networks', 'Humans', 'Model organisms', 'Gene expression']",['Web application'],62.0,,https://bio.tools/copub,186.0,498.0,310.8
pgxmine,0.125,This is the codebase for the PGxMine project to using text-mining to identify papers for curation into PharmGKB. It is a Python3 project that makes use of the Kindred relation classifier along with the PubRunner project to run tools across PubMed and accessible PubMed Central.,"['Natural language processing', 'Machine learning', 'Pharmacogenomics', 'Personalised medicine', 'Drug metabolism']",[],0.0,https://github.com/jakelever/pgxmine,https://bio.tools/pgxmine,186.0,315.0,237.6
mambo,0.125,"MAMBO (Metabolomic Analysis of Metagenomes using fBa and Optimization) is an algorithm which assesses and optimizes correlations between genome-scale, constraint-based metabolic models and microbial abundance profiles obtained from shotgun sequence data.","['Metagenomics', 'Microbial ecology', 'Data mining', 'Metabolomics']",['Command-line tool'],4.0,,https://bio.tools/mambo,186.0,374.0,261.2
mir-prefer,0.125,Uses expression patterns of miRNA and follows the criteria for plant microRNA annotation to accurately predict plant miRNAs from one or more small RNA-Seq data samples of the same species.,"['Functional, regulatory and non-coding RNA', 'RNA-Seq', 'RNA']",['Command-line tool'],29.0,http://www.mybiosoftware.com/mir-prefer-0-17-microrna-prediction-from-small-rna-seq-data.html,https://bio.tools/mir-prefer,186.0,458.0,294.8
hlungdb,0.125,"Database with the integration of the lung cancer-related genes, proteins and miRNAs together with the corresponding clinical information. Currently, 2585 genes and 212 miRNA have been collected with the experimental evidences involved in the different stages of lung carcinogenesis through text mining. The results from analysis of transcription factor-binding motifs, the promoters and the SNP sites for each gene are also included. Genes with epigenetic regulation were also included.","['Oncology', 'Transcription factors and regulatory sites', 'Epigenetics', 'Functional, regulatory and non-coding RNA', 'Gene expression']",['Database portal'],48.0,,https://bio.tools/hlungdb,186.0,488.0,306.8
funcexplorer,0.125,"A web tool for automated hierarchical clustering and enrichment analysis of high-throughput genomics data with interactive visualizations of the results. It enables to obtain a first interactive overview of expression patterns, gene names and shared functionalities in the dataset.","['RNA-seq', 'Microarray experiment', 'Gene expression', 'Functional genomics']",['Web application'],0.0,,https://bio.tools/funcexplorer,186.0,315.0,237.6
copheism,0.125,"Simulate phenotypes: continuous, dichotomous and survival for common variants from existing genotype data simulated with some other tool. Add the phenotype to generated genotype data prepared with a genetic simulator. The output of cophesim can be used as a direct input for different genome wide association study tools.","['Simulation experiment', 'Phenomics']","['Command-line tool', 'Script']",1.0,,https://bio.tools/copheism,186.0,338.0,246.8
ceu mass mediator,0.125,"Tool for looking up metabolites in different databases (Kegg, HMDB, LipidMaps, Metlin and MINE) from experimental masses obtained by mass spectrometry.",['Metabolomics'],['Web application'],17.0,http://ceumass.eps.uspceu.es/mediator/index.xhtml,https://bio.tools/ceu mass mediator,186.0,427.0,282.4
protfus,0.125,"A Comprehensive Method Characterizing Protein-Protein Interactions of Fusion Proteins | A RESOURCE FOR FUSION PROTEINS AND THEIR INTERACTIONS | Milana Frenkel-Morgenstern's Cancer Genomics and BioComputing Lab at Bar-Ilan University, Israel | Result for the search by Unspecified: | Lars Juhl Jensen's Cellular Network Biology Group at The Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Denmark | ProtFus is a resource that has information about fusion proteins and their interactions, based on a text mining approach. ""Tagging"" is a process of registering the mention of given entities in a particular document | Text mining has been an active research topic for decades; however, it is only fairly recently that biomedical text-mining tools have been developed that make it practically applicable to a wide range of problems","['Protein interactions', 'Natural language processing', 'Gene transcripts']",[],3.0,http://protfus.md.biu.ac.il/bin/protfusdb.pl,https://bio.tools/protfus,186.0,364.0,257.2
anabel,0.125,A software designed for the analysis of binding curves with which to evaluate the interactions of biomolecules.,"['Database management', 'Literature and language', 'Enzymes', 'Small molecules']",['Web application'],0.0,https://github.com/SKscience/Anabel,https://bio.tools/anabel,186.0,315.0,237.6
litminer,0.125,"Literature data mining tool that is based on the annotation of key terms in article abstracts followed by statistical co-citation analysis of annotated key terms in order to predict relationships between genes, compounds, diseases and phenotypes, and tissues and organs.","['Pathology', 'Natural language processing', 'Model organisms', 'Genotype and phenotype', 'Gene expression']",['Web application'],31.0,,https://bio.tools/litminer,186.0,464.0,297.20000000000005
david bioinformatics resources,0.125,"The Database for Annotation, Visualization and Integrated Discovery (DAVID) provides a comprehensive set of functional annotation tools for investigators to understand biological meaning behind large list of genes.","['Pathology', 'Molecular interactions, pathways and networks', 'Mapping', 'Data mining']",['Web application'],6313.0,,https://bio.tools/david bioinformatics resources,186.0,610.0,355.6
