Tool,keywords_score,Description,Topics,Operations,Inputs,Outputs,Type,Citations,URL,biotoolsID,License,keyword_rank,citations_rank,comp_score
PINT,0.125,Pathway INtegration Tool (PINT) allows integration and annotation of systems biology markup language (SBML) files from a variety of sources. Gene list files are also accepted.,"['Model organisms', 'Systems biology', 'Molecular interactions, pathways and networks']","['Pathway or network analysis', 'Data retrieval', 'Network simulation', 'Gene functional annotation', 'Annotation']",[],[],['Web application'],7.0,,pint_pathways,,190.0,381.0,266.4
HoloVir,0.125,A robust and flexible data analysis pipeline that provides an optimised and validated workflow for taxonomic and functional characterisation of viral metagenomes.,['Systems biology'],['Annotation'],"[{'data': {'term': 'sequence', 'uri': 'http://edamontology.org/data_2044'}}]","[{'data': {'term': 'report', 'uri': 'http://edamontology.org/data_2048'}}]",['Command-line tool'],20.0,,holovir,,190.0,446.0,292.4
HubMed,0.125,"This tool uses information from PubMed's database, provided by the NCBI through the EUtils web service, to produce a search interface focused on browsing, organising and gathering information from the biomedical literature.","['Natural language processing', 'Literature and language', 'Biomedical science', 'Medicine']","['Data retrieval', 'Query and retrieval', 'Text annotation', 'Literature search']",[],[],['Web application'],40.0,,hubmed,,190.0,495.0,312.0
QSbio,0.125,A dataset of conserved quaternary structure (QS) across Protein Data Ban (PDB).,"['Structural biology', 'Structure analysis']","['Annotation', 'Protein structure analysis']",[],"[{'data': {'term': 'report', 'uri': 'http://edamontology.org/data_2048'}, 'format': {'term': 'xlsx', 'uri': 'http://edamontology.org/format_3620'}}]",['Database portal'],21.0,,qsbio,,190.0,450.0,294.0
GRASP,0.125,"GRASP is a gene annotation tool for metagenomic studies. GRASP assembles the fragmented short-peptides, which are called from the NGS reads, and aligns the assembled contigs to the query reference protein. GRASP achieves much higher sensitivity than BLASTP for gene annotation purpose.","['Peptides', 'NGS', 'Studies', 'Assembly']",['Sequence assembly'],[],[],['Command-line tool'],6.0,http://www.mybiosoftware.com/grasp-0-0-4-guided-reference-based-assembly-of-short-peptides.html,grasp,,190.0,376.0,264.4
Lipid Data Analyzer (LDA),0.125,The tool enables lipid annotation in high-throughput data derived from chromatography-coupled tandem mass spectrometry.,"['Lipids', 'Metabolomics']","['Structure analysis', 'Spectral analysis', 'Annotation']","[{'data': {'term': 'mass spectrometry data', 'uri': 'http://edamontology.org/data_2536'}, 'format': {'term': 'mass spectrometry data format', 'uri': 'http://edamontology.org/format_3245'}}]","[{'data': {'term': 'report', 'uri': 'http://edamontology.org/data_2048'}, 'format': {'term': 'graph format', 'uri': 'http://edamontology.org/format_3617'}}]",['Command-line tool'],58.0,,lda,GPL-3.0,190.0,511.0,318.4
Ciona robusta Anatomy and Development Ontology,0.125,"The first ontology describing the anatomy and the development of Ciona robusta, based on the Hotta developmental table.",['Developmental biology'],"['Annotation', 'Formatting']","[{'data': {'term': 'bibliography', 'uri': 'http://edamontology.org/data_3505'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'ontology concept id', 'uri': 'http://edamontology.org/data_1087'}, 'format': {'term': 'obo format', 'uri': 'http://edamontology.org/format_2196'}}]",['Ontology'],122.0,,Ciona_robusta_Anatomy_and_Development_Ontology,Freeware,190.0,550.0,334.0
LOBSTAHS,0.125,"Multifunction package for screening, annotation, and putative identification of mass spectral features in large, HPLC-MS lipid datasets. In silico data for a wide range of lipids, oxidized lipids, and oxylipins can be generated from user-supplied structural criteria with a database generation function. It applies these databases to assign putative compound identities to features in any high-mass accuracy dataset that has been processed using xcms and CAMERA.","['Metabolomics', 'Small molecules']","['Annotation', 'Spectral analysis']",[],[],"['Command-line tool', 'Library']",34.0,http://bioconductor.org/packages/LOBSTAHS,lobstahs,GPL-3.0,190.0,485.0,308.0
NLR-parser,0.125,Tool to rapidly annotate the NLR (nucleotide-binding leucine-rich repeat) complement from sequenced plant genomes.,"['Plant biology', 'Genomics', 'Pathology']",['Annotation'],[],[],['Command-line tool'],44.0,http://www.mybiosoftware.com/nlr-parser-1-0-annotation-pipeline-for-nlr-genes.html,nlr-parser,,190.0,498.0,313.20000000000005
LitMiner,0.125,"Literature data mining tool that is based on the annotation of key terms in article abstracts followed by statistical co-citation analysis of annotated key terms in order to predict relationships between genes, compounds, diseases and phenotypes, and tissues and organs.","['Natural language processing', 'Model organisms', 'Genotype and phenotype', 'Pathology', 'Gene expression']","['Text mining', 'Text annotation', 'Gene expression profiling', 'Gene expression analysis']",[],[],['Web application'],34.0,,litminer,,190.0,485.0,308.0
Kinetoplastid genome resources (TritryPDB),0.125,"Integrated database providing access to genome-scale datasets for kinetoplastid parasites. Integrates datasets from Leishmania braziliensis, L. infantum, L. major, L. tarentolae, Trypanosoma brucei and T. cruzi. Users may examine individual genes or chromosomal spans in their genomic context, including syntenic alignments with other kinetoplastid organisms. Data can be interrogated utilizing a search strategy system that enables a user to construct complex queries combining multiple data types.","['Model organisms', 'Animals']","['Query and retrieval', 'Data retrieval', 'Annotation', 'Generation']",[],[],['Database portal'],489.0,,tritrypdb,,190.0,593.0,351.20000000000005
MAMBO,0.125,"MAMBO (Metabolomic Analysis of Metagenomes using fBa and Optimization) is an algorithm which assesses and optimizes correlations between genome-scale, constraint-based metabolic models and microbial abundance profiles obtained from shotgun sequence data.","['Metagenomics', 'Metabolomics', 'Microbial ecology', 'Data mining']","['Correlation', 'Annotation', 'Network simulation']","[{'data': {'term': 'data reference', 'uri': 'http://edamontology.org/data_2093'}}]","[{'data': {'term': 'report', 'uri': 'http://edamontology.org/data_2048'}, 'format': {'term': 'graph format', 'uri': 'http://edamontology.org/format_3617'}}]",['Command-line tool'],28.0,,mambo,GPL-3.0,190.0,467.0,300.8
chimera,0.125,"This package facilitates the characterisation of fusion products events. It allows to import fusion data results from the following fusion finders: chimeraScan, bellerophontes, deFuse, FusionFinder, FusionHunter, mapSplice, tophat-fusion, FusionMap, STAR, Rsubread, fusionCatcher.",['Gene structure'],['Annotation'],[],[],['Library'],9.0,http://bioconductor.org/packages/chimera/,chimera_fusion,Artistic-2.0,190.0,390.0,270.0
TISSUES,0.125,"TISSUES is a weekly updated web resource that integrates evidence on tissue expression from manually curated literature, proteomics and transcriptomics screens, and automatic text mining. We map all evidence to common protein identifiers and Brenda Tissue Ontology terms, and further unify it by assigning confidence scores that facilitate comparison of the different types and sources of evidence. We finally visualize these scores on a schematic human body to provide a convenient overview.","['Gene expression', 'Data visualisation', 'Natural language processing']",['Database search'],"[{'data': {'term': 'gene identifier', 'uri': 'http://edamontology.org/data_1025'}}]","[{'data': {'term': 'ontology concept id', 'uri': 'http://edamontology.org/data_1087'}}]",['Database portal'],0.0,,tissues,CC-BY-4.0,190.0,225.0,204.0
ChemDistiller,0.125,Engine for metabolite annotation in mass spectrometry.,"['Compound libraries and screening', 'Metabolomics', 'Small molecules', 'Mass spectrometry']","['Spectral analysis', 'Annotation']",[],[],['Command-line tool'],17.0,,chemdistiller,BSD-2-Clause,190.0,434.0,287.6
Sequence Similarity Maps (SSM),0.125,"A data mining solution to map thousands of viral isolates (influenza, dengue and FMDV virus).",['Proteomics'],['Annotation'],[],[],['Web application'],0.0,,ssm,,190.0,225.0,204.0
Association Viewer,0.125,AssociationViewer is a Java application used to display SNPs in a genetic context. Supplementary data (such as genes or LD plots) is downloaded from various public data sources on the fly and saved locally in a cache. Custom data can be added as supplementary tracks.,['Genomics'],['Annotation'],[],[],['Web application'],1.0,,association_viewer,,190.0,271.0,222.4
miR-PREFeR,0.125,Uses expression patterns of miRNA and follows the criteria for plant microRNA annotation to accurately predict plant miRNAs from one or more small RNA-Seq data samples of the same species.,"['RNA', 'RNA-Seq', 'Functional, regulatory and non-coding RNA']","['RNA-Seq analysis', 'Annotation']",[],[],['Command-line tool'],49.0,http://www.mybiosoftware.com/mir-prefer-0-17-microrna-prediction-from-small-rna-seq-data.html,mir-prefer,,190.0,504.0,315.6
emiRIT,0.125,emiRIT is a text-mining based database for microRNA information.,"['Natural language processing', 'Molecular interactions, pathways and networks', 'Informatics', 'Functional, regulatory and non-coding RNA', 'Pathology']","['Text mining', 'Query and retrieval', 'miRNA expression analysis']",[],[],['Database portal'],0.0,,emirit,CC-BY-4.0,190.0,225.0,204.0
FlowRepositoryR,0.125,This package provides an interface to search and download data and annotations from FlowRepository (flowrepository.org). It uses the FlowRepository programming interface to communicate with a FlowRepository server.,['Cell biology'],"['Query and retrieval', 'Annotation']",[],[],"['Command-line tool', 'Library']",83.0,,flowrepositoryr,Artistic-2.0,190.0,533.0,327.20000000000005
DAVID Bioinformatics Resources,0.125,"The Database for Annotation, Visualization and Integrated Discovery (DAVID) provides a comprehensive set of functional annotation tools for investigators to understand biological meaning behind large list of genes.","['Mapping', 'Data mining', 'Molecular interactions, pathways and networks', 'Pathology']","['Gene functional annotation', 'Annotation', 'Gene expression analysis', 'Classification']",[],[],['Web application'],7472.0,,david_bioinformatics_resources,,190.0,645.0,372.0
BECAS,0.125,"Web application, API and widget for biomedical concept identification. It helps researchers, healthcare professionals and developers in the identification of over 1,200,000 biomedical concepts in text and PubMed abstracts.","['Literature and language', 'Biomedical science', 'Data submission, annotation and curation']",['Annotation'],[],[],['Web application'],46.0,http://www.mybiosoftware.com/becas-biomedical-concept-annotation-tool-api-and-widget.html,becas,,190.0,500.0,314.0
KOFFI,0.125,"new binding kinetics database and its integration in an open-source binding analysis software.

Kinetics OF Featured Interactions.

KOFFI-DB (???) is an article based database for kinetic constants of biomolecular interactions. We focused on interactions between DNA, RNA, proteins and chemical compounds. All datapoints were manually annotated and reviewed based on open source articles available on Europe PMC","['Literature and language', 'Database management', 'Enzymes', 'Small molecules']","['Database search', 'Text mining', 'Text annotation']",[],[],['Web application'],1.0,,KOFFI,,190.0,271.0,222.4
