Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
vhcub,0.117,"Virus-host codon usage co-adaptation analysis.

Analyze the co-adaptation of codon usage between a virus and its host, calculate various codon usage bias measurements as: effective number of codons (ENc) Novembre (2002) <doi:10.1093 oxfordjournals.molbev.a004201>, codon adaptation index (CAI) Sharp and Li (1987) <doi:10.1093 nar 15.3.1281>, relative codon deoptimization index (RCDI) Puigbò et al (2010) <doi:10.1186 1756-0500-3-87>, similarity index (SiD) Zhou et al (2013) <doi:10.1371 journal.pone. 0077239>, synonymous codon usage orderliness (SCUO) Wan et al (2004) <doi:10.1186 1471-2148-4-19> and, relative synonymous codon usage (RSCU) Sharp et al (1986) <doi:10.1093 nar 14.13.5125>.

vhcub is an R package to analyze the co-adaptation of codon usage between a virus and its host.

Furthermore, vhcub uses ggplot to visualize two important plots named ENc-GC3 plot and PR2plot, which help to explain what are the factors influence a virus's evolution concerning its CUB","['Statistics and probability', 'DNA', 'Gene expression']",[],0.0,https://CRAN.R-project.org/package=vhcub,https://bio.tools/vhcub,2872.0,2330.0,2655.2
pdb-redo databank of optimised macromolecular structures,0.117,"Databank of optimised macromolecular structures. PDB-REDO entries are refined, rebuilt and validated with one consistent protocol using the equivalent entry in the Protein Data Bank and its experimental data. PDB-REDO entries typically have higher structural quality and a better fit to the experimental data.",['Structure analysis'],['Database portal'],405.0,,https://bio.tools/pdb-redo databank of optimised macromolecular structures,2872.0,4106.0,3365.6000000000004
itercluster,0.117,"A barcode clustering algorithm for long fragment read analysis.

The IterCluster is a barcode clustering algorithm fragment read analysis. There is pipeline for stLFR raw reads using the IterCluster.","['Sequence assembly', 'Workflows', 'Sequencing']",['Command-line tool'],0.0,,https://bio.tools/itercluster,2872.0,2330.0,2655.2
tcrd,0.117,"Target Central Resource Database mining the human proteome for disease biology.

This page contains information related to the implementation and current status of the Target Central Resource Database (TCRD) at UNM.

TCRD is the central resource behind the Illuminating the Druggable Genome Knowledge Management Center (IDG-KMC). TCRD contains information about human targets, with special emphasis on four families of targets that are central to the NIH IDG initiative: GPCRs, kinases, ion channels and nuclear receptors. Olfactory GPCRs (oGPCRs) are treated as a separate family. A key aim of the KMC is to classify the development/druggability level of targets. We currently categorize targets into four development/druggability levels (TDLs) defined as follows:.","['Proteomics', 'Genotype and phenotype', 'Sequence analysis', 'Molecular biology', 'Machine learning']",[],0.0,,https://bio.tools/tcrd,2872.0,2330.0,2655.2
rna editing database (redidb),0.117,RNA editing database in organelles.,"['Transcriptomics', 'Molecular biology']",['Database portal'],15.0,,https://bio.tools/rna editing database (redidb),2872.0,3090.0,2959.2
annotationhubdata,0.117,These recipes convert a wide variety and a growing number of public bioinformatic data sets into easily-used standard BioConductor data structures.,"['Data architecture, analysis and design', 'Data management']","['Command-line tool', 'Library']",671.0,,https://bio.tools/annotationhubdata,2872.0,4332.0,3456.0
treesapp,0.117,"the Tree-based Sensitive and Accurate Phylogenetic Profiler.

If you are working with a particularly complex reference package, from an orthologous group for example, or have extra phylogenetic information you'd like to include in your classifications, try annotating extra features with treesapp layer.","['Phylogenetics', 'Molecular interactions, pathways and networks', 'Cladistics', 'Sequence assembly', 'Metagenomics']",[],0.0,,https://bio.tools/treesapp,2872.0,2330.0,2655.2
gs-lage,0.117,GS-LAGE (Gene Specific Large-scale Analysis of Gene Expression) is a global analysis strategy for large-scale microarray datasets integrated from public databases such as NCBI GEO.,"['Databases', 'Gene expression']",['Command-line tool'],7.0,http://www.mybiosoftware.com/gs-lage-gene-specific-analysis-of-microarray-global-data.html,https://bio.tools/gs-lage,2872.0,2839.0,2858.8
identifiers.org,0.117,Resolver of URIs.,['Data identity and mapping'],['Web application'],0.0,,https://bio.tools/identifiers.org,2872.0,2330.0,2655.2
oases,0.117,"De novo transcriptome assembler designed to produce transcripts from short read sequencing technologies. It uploads a preliminary assembly produced by Velvet, and clusters the contigs into small groups, called loci. It then exploits the paired-end read and long read information, when available, to construct transcript isoforms.","['Transcriptomics', 'Whole genome sequencing', 'Sequence assembly', 'RNA-seq']",['Workflow'],781.0,,https://bio.tools/oases,2872.0,4349.0,3462.8
icorn,0.117,Iteratively align deep coverage of short sequencing reads to correct errors in reference genome sequences and evaluate their accuracy.,['Data quality management'],['Workflow'],148.0,,https://bio.tools/icorn,2872.0,3893.0,3280.4
instantdl,0.117,"An easy-to-use deep learning pipeline for image segmentation and classification.

InstandDL: An easy and convenient deep learning pipeline for image segmentation and classification.

InstantDL enables experts and non-experts to use state-of-the art deep learning methods on biomedical image data. InstantDL offers the four most common tasks in medical image processing: Semantic segmentation, instance segmentation, pixel-wise regression and classification. For more in depth discussion on the methods, as well as comparing the results and bechmarks using this package, please refer to our preprint on bioRxiv here.","['Imaging', 'Workflows', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/instantdl,2872.0,2330.0,2655.2
huge,0.117,"Database of the human cDNA project at the Kazusa DNA Research Institute, covering various sets of large human proteins of hitherto unidentified functions.","['Human biology', 'Gene transcripts']",['Database portal'],0.0,,https://bio.tools/huge,2872.0,2330.0,2655.2
crop,0.117,"Coordinated Panel Visualization for Biological Networks Analysis | CroP – Coordinated Panels Visualization | The Computational Design and Visualization Lab focuses on multidisciplinary research bringing together Computer Science, Graphic Design and New Media Art | CroP is a visualization tool aimed at highlighting patterns of data in networks integrated with temporal data and analyzing their behaviors over time through dynamic visualization models in a coordinated multiple views layout","['Molecular interactions, pathways and networks']",['Desktop application'],0.0,,https://bio.tools/crop,2872.0,2330.0,2655.2
upobase,0.117,"an online database of unspecific peroxygenases.

UPObase: Unspecific Peroxygenase Database : Homepage.

Unspecific Peroxygenase Database (UPObase) is a genome mining pipeline based database which consists of all the sequences of fungal unspecific peroxygenases (UPOs) present in the fungal kingdom. The fungal UPOs in this database are obtained by searching against all the fungal genomes present in the Ensembl database. This server uses profile hidden Markov models (HMMs) for homology search and incorporates clustering algorithms to group the most similar sequences","['Taxonomy', 'Enzymes', 'Phylogenetics', 'Model organisms', 'Sequence sites, features and motifs']",[],0.0,,https://bio.tools/upobase,2872.0,2330.0,2655.2
taxamat,0.117,"Automated biodiversity data management tool.

 Taxamat is avialable either as a single executable file or as an installable package. In addition you can also download example test data together with a manual that contains a step-by-step user'guide.","['Biodiversity', 'Taxonomy', 'Microbial ecology']",[],0.0,,https://bio.tools/taxamat,2872.0,2330.0,2655.2
lord,0.117,"LORD (linking opendata for rare diseases) - tool for browsing information about rare diseases. It aggregates the information from Orphanet, HPO and OMIM database.","['Genetic variation', 'Rare diseases']",['Web application'],3.0,,https://bio.tools/lord,2872.0,2628.0,2774.4
mycobacterium leprae genome database,0.117,Mycobacterium leprae genome database.,['Model organisms'],['Database portal'],0.0,,https://bio.tools/mycobacterium leprae genome database,2872.0,2330.0,2655.2
imgt genefrequency,0.117,"IMGT/GeneFrequency is the IMGT® tool providing the frequency usage of immunoglobulin (IG) and T cell receptor (TR) variable (V), diversity (D) and joining (J) genes in Homo sapiens and Mus musculus rearranged sequences from IMGT/LIGM-DB.
Analysis is based on the IMGT-ONTOLOGY concepts.","['Immunogenetics', 'Immunoinformatics', 'Genetics', 'Immunology']",['Web application'],229.0,,https://bio.tools/imgt genefrequency,2872.0,4001.0,3323.6000000000004
bisa,0.117,Binding sites analyser is a database driven software and stores all of its data in a relational database management system (RDBMS) such as SQL Server in Windows or PostgreSQL on Linux.,"['DNA binding sites', 'DNA']",['Desktop application'],6.0,http://www.mybiosoftware.com/bisa-genomic-regions-binding-sites-analysis.html,https://bio.tools/bisa,2872.0,2798.0,2842.4
clarite,0.117,"CLeaning to Analysis: Reproducibility-based Interface for Traits and Exposures (CLARITE) is as a tool to efficiently clean environmental data, perform regression analysis, and visualize results on a single platform through user-guided automation. It exists as both an R package and a Python package. Though CLARITE focuses on EWAS, it is intended to also improve the QC process for phenotypes and clinical lab measures for a variety of downstream analyses, including phenome-wide association studies and gene-environment interaction studies.","['Nutritional science', 'GWAS study', 'Endocrinology and metabolism', 'Genotype and phenotype', 'Workflows']",['Library'],0.0,https://github.com/HallLab/clarite,https://bio.tools/clarite,2872.0,2330.0,2655.2
mogamun,0.117,"A Multi-Objective Genetic Algorithm to Find Active Modules in Multiplex Biological Networks.

MOGAMUN is a Multi Objective Genetic Algorithm to find active modules (i.e., highly connected subnetworks with an overall deregulation) in MUltiplex biological Networks. For a detailed description of MOGAMUN check out the preprint https://www.biorxiv.org/content/10.1101/2020.05.25.114215v1. All the expression datasets and networks that we used to obtain the results reported in our preprint are available in the GitHub repository https://github.com/elvanov/MOGAMUN-data.","['Pathology', 'Proteomics', 'RNA-Seq', 'Gene expression', 'Molecular interactions, pathways and networks']",['Library'],0.0,,https://bio.tools/mogamun,2872.0,2330.0,2655.2
